Player,Team,Position,DRS,INF GB Runs,GB Chances,DP Runs (Start),DP Runs (Pivot),IFFB Runs,Bunt Runs,OF Flyball Runs,FB Chances,OF Arm Runs,Framing Runs Saved,Pitches Framed,Blocking Runs,Stolen Base Runs,Pickoff Runs,Throwing Runs,Hometown,Age,Height,Weight,Class,Jersey,newestTeamName,newestTeamAbbrevName,newestTeamLocation,newestTeamLevel
Bryce Phelps,Iowa|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iowa.svg,LF,0.10,-,0,-,-,-,-,0.10,4,-,-,,-,-,-,-,"Denver, IA, US",0,"6' 2""",183,GRAD,10,University of Iowa,IOWA,Iowa,BBC
Ethan Harden,Auburn|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/auburn.svg,P,0.10,0.10,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Franklin, TN, US",23,"6' 0""",180,R-JR,13,Auburn University,AUB,Auburn,BBC
Brantley Truitt,UNC Greensboro|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unc-greensboro.svg,RF,0.10,-,0,-,-,-,-,0.10,6,-,-,,-,-,-,-,"Matthews, NC, US",0,"6' 0""",165,JR,3,UNC Greensboro,UNCG,UNC Greensboro,BBC
Cade Townsend,Ole Miss|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ole-miss.svg,P,0.10,0.23,4,-,-,-,-0.13,-,0,-,-,,-,-,-,-,"Aliso Viejo, CA, US",21,"6' 1""",185,SO,10,University of Mississippi,MISS,Ole Miss,BBC
Joel Piñeiro,Cincinnati|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cincinnati.svg,P,0.10,0.31,4,-,-,-,-0.21,-,0,-,-,,-,-,-,-,,,,,,,,,,
Jackson Owen,Mississippi State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-st.svg,1B,0.10,0.10,2,-,-,-,-,-,0,-,-,,-,-,-,-,"Starkville, MS, US",0,"5' 10""",200,GRAD,23,Mississippi State University,MSST,Mississippi State,BBC
Zack Potts,William & Mary|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/william-mary.svg,P,0.10,0.10,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Oilville, VA, US",0,"6' 3""",190,GRAD,28,College of William & Mary,WM,William & Mary,BBC
Wilfredo Morales,UMES|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umes.svg,P,0.10,0.22,1,-,-,-,-0.11,-,0,-,-,,-,-,-,-,"Ceiba, PR",22,"5' 11""",187,JR,29,University of Maryland Eastern Shore,UMES,Maryland Eastern Shore,BBC
Porter Rovin,San Diego|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-diego.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Carlsbad, CA, US",20,"5' 11""",170,SO,39,University of San Diego,USD,San Diego,BBC
Caleb Anderson,Duke|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/duke.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Menifee, CA, US",0,"6' 5""",220,GRAD,24,Duke University,DUKE,Duke,BBC
Noah Wech,Oklahoma State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma-st.svg,P,0.09,0.15,2,-0.01,-,-,-0.04,-,0,-,-,,-,-,-,-,"Manitowoc, WI, US",20,"6' 1""",200,SO,26,Oklahoma State University,OKST,Oklahoma State,BBC
Logan Knight,Cincinnati|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cincinnati.svg,P,0.09,0.09,7,-,-,-,0.00,-,0,-,-,,-,-,-,-,"London, Ontario, Can",0,"6' 6""",215,SR,24,University of Cincinnati,CIN,Cincinnati,BBC
Colin Rhein,Binghamton|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/binghamton.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Lindenhurst, NY, US",22,"6' 4""",205,SR,14,Binghamton University,BING,Binghamton,BBC
Tyler Mudd,Boston College|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/boston-college.svg,P,0.09,0.40,5,-,-,-,-0.31,-,0,-,-,,-,-,-,-,"Shrewsbury, MA, US",24,"5' 9""",175,GRAD,21,Boston College,BC,Boston College,BBC
Giovanni Licciardi,Southeastern Louisiana|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southeastern-la.svg,2B,0.09,0.11,1,-0.01,-,-,-,-,0,-,-,,-,-,-,-,"Metairie, LA, US",0,"6' 0""",190,R-SR,5,Southeastern Louisiana University,SELA,Southeastern Louisiana,BBC
Jack Hill,Oral Roberts|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oral-roberts.svg,P,0.09,0.89,4,-,-,0.01,-0.81,-,0,-,-,,-,-,-,-,"Edmond, OK, US",23,"6' 3""",207,SR,31,Oral Roberts University,ORU,Oral Roberts,BBC
Cordell Coburn,Western Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-ill.svg,1B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Francisco, IN, US",24,"6' 2""",210,SR,19,Western Illinois University,WIU,Western Illinois,BBC
Matthew Cuzco,Mississippi Valley|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-val.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,,,,,,19,Mississippi Valley State University,MVSU,Mississippi Valley State,BBC
Carter Murphy,USF|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-fla.svg,1B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Terre Haute, IN, US",22,"6' 2""",238,JR,14,University of South Florida,USF,South Florida,BBC
Brennan Holt,Alabama|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/alabama.svg,RF,0.09,-,0,-,-,-,-,0.09,1,-,-,,-,-,-,-,"Baton Rouge, LA, US",23,"5' 9""",165,GRAD,4,University of Alabama,ALA,Alabama,BBC
Lawson Gailey,USF|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-fla.svg,P,0.09,-,0,-,-,-,0.09,-,0,-,-,,-,-,-,-,"Lavonia, GA, US",0,"6' 0""",0,R-JR,35,University of South Florida,USF,South Florida,BBC
Kaden Carpenter,Utah Valley|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utah-valley.svg,1B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"American Fork, UT, US",23,"6' 4""",235,SR,5,Utah Valley University,UVU,Utah Valley,BBC
Bailey Matela,Old Dominion|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/old-dominion.svg,P,0.09,0.44,3,0.00,-,-,-0.35,-,0,-,-,,-,-,-,-,"Norfolk, VA, US",22,"6' 5""",240,SR,38,Old Dominion University,ODU,Old Dominion,BBC
Aaron Smigelski,Campbell|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/campbell.svg,2B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Clayton, NC, US",0,"6' 2""",0,R-SR,28,Campbell University,CAMP,Campbell,BBC
Nelphie Lopez,Stetson|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/stetson.svg,3B,0.09,0.11,3,-0.02,-,-,-,-,0,-,-,,-,-,-,-,"Bronx, NY, US",20,"6' 1""",170,JR,29,Stetson University,STET,Stetson,BBC
Cayden Hessemyer,FGCU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fgcu.svg,LF,0.09,-,0,-,-,-,-,0.09,21,-,-,,-,-,-,-,"Odessa, FL, US",20,"6' 0""",190,SO,15,Florida Gulf Coast University,FGCU,Florida Gulf Coast,BBC
Matt Porter,Liberty|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/liberty.svg,P,0.09,0.12,2,-,-,-,-0.03,-,0,-,-,,-,-,-,-,,,,,,19,Liberty University,LIB,Liberty,BBC
Mason Pangborn,Austin Peay|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/austin-peay.svg,2B,0.09,0.13,4,0.00,-0.04,-,-,-,0,-,-,,-,-,-,-,"Overland Park, KS, US",20,"6' 1""",170,SO,22,Austin Peay State University,PEAY,Austin Peay,BBC
Addison Stockham,Eastern Kentucky|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-ky.svg,P,0.09,-0.37,1,0.00,-,-,0.46,-,0,-,-,,-,-,-,-,"Lexington, KY, US",21,"6' 3""",235,JR,44,Eastern Kentucky University,EKY,Eastern Kentucky,BBC
Brody Bunting,Little Rock|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ualr.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Sherwood, AR, US",0,"6' 1""",185,SR,6,Little Rock,UALR,Little Rock,BBC
Masen Swan,Cal State Fullerton|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cal-st-fullerton.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Riverside, CA, US",0,"6' 0""",0,R-FR,35,Cal State Fullerton,CSF,CSU Fullerton,BBC
Shaydon Benson,Nicholls|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nicholls-st.svg,P,0.09,-,0,-,-0.01,-,0.10,-,0,-,-,,-,-,-,-,"Parowan, UT, US",0,"6' 6""",195,JR,35,Nicholls State University,NICH,Nicholls State,BBC
Riley Leatherman,North Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-carolina.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Maple Grove, MN, US",0,"6' 2""",180,R-FR,43,University of North Carolina,UNC,North Carolina,BBC
DJ Helwig,Notre Dame|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/notre-dame.svg,P,0.09,-,0,-,-,-,0.09,-,0,-,-,,-,-,-,-,"Mokena, IL, US",21,"6' 6""",215,,45,University of Notre Dame,ND,Notre Dame,BBC
Noah Goodshield,Central Arkansas|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-ark.svg,2B,0.09,-,0,-,0.09,-,-,-,0,-,-,,-,-,-,-,"Rogers, AR, US",0,"5' 11""",190,SR,1,University of Central Arkansas,CARK,Central Arkansas,BBC
Bailey Blaker,Saint Louis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-louis.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Kerrville, TX, US",0,"6' 1""",190,SO,31,Saint Louis University,SLU,St. Louis,BBC
Bryson Webb,Central Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-mich.svg,LF,0.09,-,0,-,-,-,-,0.09,2,-,-,,-,-,-,-,"De Pere, WI, US",0,"5' 11""",185,R-JR,9,Central Michigan University,CMU,Central Michigan,BBC
Rom Kellis V,North Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-carolina.svg,C,0.09,-,0,-,-,-,-,-,0,-,0.09,3,-,-,-,-,,,,,,,,,,
Hayden Estes,NJIT|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/njit.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Chandler, AZ, US",0,"5' 11""",220,JR,55,New Jersey Institute of Technology,NJIT,NJIT,BBC
Abdriel Delgado,Jacksonville|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jacksonville.svg,CF,0.09,-,0,-,-,-,-,0.09,4,-,-,,-,-,-,-,"Miami, FL, US",21,"5' 11""",175,R-JR,9,Jacksonville University,JAC,Jacksonville,BBC
Tyler Zedalis,Old Dominion|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/old-dominion.svg,1B,0.09,0.09,1,-,0.00,-,-,-,0,-,-,,-,-,-,-,"Charlotte, NC, US",21,"6' 2""",215,JR,12,Old Dominion University,ODU,Old Dominion,BBC
Cam Pruitt,Lipscomb|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lipscomb.svg,2B,0.09,0.17,2,-0.04,-0.04,-,-,-,0,-,-,,-,-,-,-,"Dallas, TX, US",0,"5' 10""",185,JR,7,Lipscomb University,LIP,Lipscomb,BBC
Isaac VanderWoude,Belmont|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/belmont.svg,3B,0.09,0.68,4,-0.02,-,-,-0.58,-,0,-,-,,-,-,-,-,"St John, IN, US",0,"6' 0""",185,R-FR,26,Belmont University,BEL,Belmont,BBC
Drew Grumbles,Boston College|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/boston-college.svg,P,0.09,-,0,-,-,-,0.09,-,0,-,-,,-,-,-,-,"Maumelle, AR, US",0,"6' 1""",190,JR,45,Boston College,BC,Boston College,BBC
Jack Runsick,Central Arkansas|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-ark.svg,SS,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Greenbrier, AR, US",0,"6' 2""",205,R-SO,5,University of Central Arkansas,CARK,Central Arkansas,BBC
Zachary Gingrich,Texas State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-st.svg,RF,0.09,-,0,-,-,-,-,0.09,6,-,-,,-,-,-,-,"Spring Branch, TX, US",20,"6' 0""",202,SO,11,Texas State University,TXST,Texas State,BBC
Howell Polk,High Point|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/high-point.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Birmingham, AL, US",22,"6' 1""",185,SR,47,High Point University,HP,High Point,BBC
Manny Alberto,Western Kentucky|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-ky.svg,2B,0.09,0.09,2,0.00,-,-,-,-,0,-,-,,-,-,-,-,"Aurora, Ontario, CAN",0,"6' 2""",185,R-JR,22,Western Kentucky University,WKU,Western Kentucky,BBC
Carson Ballard,Georgia Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-tech.svg,P,0.09,0.01,6,-0.01,0.00,0.01,0.08,-,0,-,-,,-,-,-,-,"Alpharetta, GA, US",23,"6' 1""",195,R-JR,21,Georgia Tech,GT,Georgia Tech,BBC
Aedan Forde,New Haven|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-haven.svg,2B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Massapequa Park, NY, US",21,"5' 10""",170,SR,2,University of New Haven,UONH,University of New Haven,BBC
Kareh Valentin,New Orleans|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-orleans.svg,2B,0.09,-,0,-,0.09,-,-,-,0,-,-,,-,-,-,-,"Douglasville, GA, US",23,"5' 10""",170,SR,3,University of New Orleans,UNO,New Orleans,BBC
Lane Allen,High Point|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/high-point.svg,CF,0.09,-,0,-,-,-,-,0.09,3,-,-,,-,-,-,-,"Corinth, TX, US",0,"6' 3""",200,JR,23,High Point University,HP,High Point,BBC
Angelo Aleman,Bradley|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bradley.svg,LF,0.09,-,0,-,-,-,-,0.09,2,-,-,,-,-,-,-,"Los Angeles, CA, US",22,"6' 2""",210,SR,7,Bradley University,BRAD,Bradley,BBC
Daveyon Lavender,Alabama A&M|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/alabama-am.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,,,,,,,,,,
Tyler Benick,Long Island|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/long-island.svg,2B,0.09,0.11,1,-0.01,-,-,-,-,0,-,-,,-,-,-,-,"Fredericksburg, VA, US",20,"6' 4""",215,SO,25,Long Island University-Brooklyn,LIU,LIU Brooklyn,BBC
Troy McLeese,Arkansas-Pine Bluff|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ark-pine-bluff.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Bloomington, IL, US",0,"6' 1""",190,JR,5,University of Arkansas-Pine Bluff,ARPB,Arkansas-Pine Bluff,BBC
Christian Turner,Arkansas|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/arkansas.svg,CF,0.09,-,0,-,-,-,-,0.09,7,-,-,,-,-,-,-,"Haughton, LA, US",0,"6' 0""",180,FR,16,University of Arkansas,ARK,Arkansas,BBC
Eli Kokenge,Minnesota|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/minnesota.svg,P,0.09,-,0,-,-,-,0.09,-,0,-,-,,-,-,-,-,"Harrisburg, SD, US",0,"6' 0""",195,FR,37,University of Minnesota,MINN,Minnesota,BBC
Eli Burnham,UC Davis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-davis.svg,1B,0.09,-,0,-,0.08,0.01,-,-,0,-,-,,-,-,-,-,"Davis, CA, US",0,"6' 3""",210,FR,24,UC Davis,UCD,UC Davis,BBC
Jake Andreas,San Francisco|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-francisco.svg,P,0.09,0.09,1,-,-,-,0.00,-,0,-,-,,-,-,-,-,"Saint George, UT, US",0,"6' 3""",0,FR,28,University of San Francisco,SF,San Francisco,BBC
Jack Reyes,Holy Cross|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-cross.svg,P,0.09,0.09,1,0.00,-,-,-,-,0,-,-,,-,-,-,-,"Weymouth, MA, US",0,"5' 11""",190,FR,29,College of the Holy Cross,HC,Holy Cross,BBC
Connor Collora,La Salle|https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/lasalle.sidearmsports.com/images/responsive_2024/logo_main.svg,P,0.09,0.07,1,-,-,-,0.02,-,0,-,-,,-,-,-,-,"Bordentown, NJ, US",0,"6' 4""",180,FR,39,La Salle University,LA S,La Salle,BBC
Braden Pomponi,Lafayette|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lafayette.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Kennett Square, PA, US",0,"6' 1""",185,FR,38,Lafayette College,LAF,Lafayette,BBC
Samuel Richardson,Jacksonville State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jacksonville-st.svg,1B,0.09,0.09,1,-,0.00,-,-,-,0,-,-,,-,-,-,-,,,,,,4,Jacksonville State University,JVST,Jacksonville State,BBC
Miguel Correa Jr.,Central Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-mich.svg,SS,0.09,-0.47,39,0.34,0.20,0.02,-,-,0,-,-,,-,-,-,-,"Avon, IN, US",19,"5' 11""",193,SO,1,Central Michigan University,CMU,Central Michigan,BBC
Gerardo Prado,Oklahoma|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma.svg,1B,0.09,-,0,-,0.09,-,-,-,0,-,-,,-,-,-,-,"San Juan, PR",0,"6' 4""",200,JR,11,University of Oklahoma,OKLA,Oklahoma,BBC
John Youens,Baylor|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/baylor.svg,1B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Waco, TX, US",21,"6' 2""",204,R-SO,45,Baylor University,BAY,Baylor,BBC
Brytton Clements,Baylor|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/baylor.svg,3B,0.09,-0.36,18,0.09,-,-,0.36,-,0,-,-,,-,-,-,-,"Laredo, TX, US",0,"6' 2""",179,R-FR,2,Baylor University,BAY,Baylor,BBC
Jake Mulvehill,Lehigh|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lehigh.svg,P,0.09,-0.06,1,-,-,-,0.15,-,0,-,-,,-,-,-,-,"South Bend, IN, US",0,"6' 0""",0,SO,43,Lehigh University,LEH,Lehigh,BBC
Trevor Esparza,Grambling|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grambling.svg,P,0.09,0.05,1,-,-,0.01,0.02,-,0,-,-,,-,-,-,-,"Katy, TX, US",0,"5' 11""",0,JR,29,Grambling State University,GRAM,Grambling State,BBC
Brayden Mazzacano,Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois.svg,CF,0.09,-,0,-,-,-,-,0.09,42,-,-,,-,-,-,-,"Schaumburg, IL, US",20,"6' 2""",175,SO,6,University of Illinois,ILL,Illinois,BBC
Oliver Boone,Kentucky|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kentucky.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"North Hollywood, CA, US",0,"6' 4""",0,SO,31,University of Kentucky,UK,Kentucky,BBC
Sean Newton,Army|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/army.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"St Petersburg, FL, US",0,"6' 5""",235,SO,21,Army West Point,ARMY,Army,BBC
Brendan Garza,Ball State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ball-st.svg,2B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Mattawan, MI, US",0,"6' 1""",190,SO,36,Ball State University,BALL,Ball State,BBC
Rafael Betancourt,USF|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-fla.svg,LF,0.09,-,0,-,-,-,-,0.09,6,-,-,,-,-,-,-,"Deltona, FL, US",22,"5' 11""",207,SR,5,University of South Florida,USF,South Florida,BBC
Matt Alduino,Quinnipiac|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/quinnipiac.svg,P,0.09,0.09,1,-,-,-,0.00,-,0,-,-,,-,-,-,-,"Yorktown Heights, NY, US",22,"6' 0""",175,SR,34,Quinnipiac University,QUIN,Quinnipiac,BBC
Gunnar Nichols,Washington|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/washington.svg,P,0.09,-,0,-,-,0.01,0.08,-,0,-,-,,-,-,-,-,"Burbank, CA, US",22,"6' 4""",185,SR,31,University of Washington,WASH,Washington,BBC
Lane Duff,James Madison|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/james-madison.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Lynchburg, VA, US",21,"6' 4""",190,R-SO,25,James Madison University,JMU,James Madison,BBC
Gavin Constantine,St. Bonaventure|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-bonaventure.svg,3B,0.09,0.09,4,-,-,-,-,-,0,-,-,,-,-,-,-,"McKinney, TX, US",22,"5' 11""",180,JR,6,St. Bonaventure University,SBON,St. Bonaventure,BBC
Chris Daniels,New Mexico State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-mexico-st.svg,1B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Richland, WA, US",20,"6' 2""",210,SO,24,New Mexico State University,NMSU,New Mexico State,BBC
Casey Culbreth,Winthrop|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/winthrop.svg,P,0.09,-,0,-,-,-,0.09,-,0,-,-,,-,-,-,-,"Godwin, NC, US",0,"6' 2""",175,JR,22,Winthrop University,WIN,Winthrop,BBC
Owen Tahnk,Harvard|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/harvard.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Newburyport, MA, US",21,"6' 3""",205,SO,17,Harvard University,HARV,Harvard,BBC
Brock Cross,Washington State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/washington-st.svg,1B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Lake Havasu City, AZ, US",0,"6' 2""",203,FR,44,Washington State University,WSU,Washington State,BBC
Carson Taggart,Davidson|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/davidson.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Suwanee, GA, US",0,"6' 4""",195,R-FR,36,Davidson College,DAV,Davidson,BBC
Breckin Nace,Radford|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/radford.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Forest, VA, US",21,"6' 4""",205,JR,33,Radford University,RAD,Radford,BBC
Justin Spiegel,VMI|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vmi.svg,P,0.09,0.42,4,-0.02,-,-,-0.30,-,0,-,-,,-,-,-,-,"Chester, VA, US",0,"6' 0""",175,R-SO,22,Virginia Military Institute,VMI,VMI,BBC
Jacob Sjuts,South Dakota State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-dakota-st.svg,P,0.09,-0.09,1,-,-,-,0.18,-,0,-,-,,-,-,-,-,"Humphrey, NE, US",0,"6' 5""",225,JR,17,South Dakota State University,SDST,South Dakota State,BBC
Grayson McKelvey,Abilene Christian|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/abilene-christian.svg,P,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Aledo, TX, US",0,"6' 1""",205,FR,32,Abilene Christian University,AC,Abilene Christian,BBC
Kai Mault,UC Davis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-davis.svg,RF,0.09,-,0,-,-,-,-,0.09,13,-,-,,-,-,-,-,"Santa Barbara, CA, US",0,"6' 0""",195,FR,29,UC Davis,UCD,UC Davis,BBC
Michael Zielinski,Wright State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wright-st.svg,P,0.09,0.09,1,0.00,-,-,-,-,0,-,-,,-,-,-,-,"Hartland, MI, US",0,"5' 10""",180,FR,43,Wright State University,WRST,Wright State,BBC
Sam Andersen,Dartmouth|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dartmouth.svg,2B,0.09,0.08,3,-,-,0.01,-,-,0,-,-,,-,-,-,-,"Toronto, Ontario, CAN",0,"6' 0""",190,FR,9,Dartmouth College,DART,Dartmouth,BBC
Anthony Mascuilli,UMBC|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umbc.svg,2B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Mount Laurel, NJ, US",0,"5' 8""",180,SO,14,UMBC,UMBC,UMBC,BBC
Paul Calandrelli,Rhode Island|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/rhode-island.svg,1B,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Madison, CT, US",0,"6' 0""",204,,43,University of Rhode Island,URI,Rhode Island,BBC
Alexander Pearson,Washington|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/washington.svg,2B,0.09,-,0,-,0.09,-,-,-,0,-,-,,-,-,-,-,"Tigard, OR, US",0,"6' 3""",0,,11,University of Washington,WASH,Washington,BBC
Matthew Robaugh,West Virginia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/west-virginia.svg,1B,0.09,0.09,1,-,0.00,-,-,-,0,-,-,,-,-,-,-,"Washington, PA, US",0,"6' 1""",200,FR,19,West Virginia University,WVU,West Virginia,BBC
Cooper Berger,Saint Mary's (CA)|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-marys-ca.svg,P,0.09,-,0,-,-,-,0.09,-,0,-,-,,-,-,-,-,,0,"6' 5""",0,,32,Saint Mary's College (CA),SMC,Saint Mary's,BBC
Conner Worth,James Madison|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/james-madison.svg,SS,0.09,0.09,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Virginia Beach, VA, US",0,"6' 0""",195,FR,14,James Madison University,JMU,James Madison,BBC
